fold,phase,population,row_type,model,master_seed,member,status,accepted,f1,fn,fp,negative,positive,precision,recall,rejected,rows,tn,tp,coverage,score_scope,support,log_loss,brier,roc_auc,average_precision,undefined_reasons,selected_threshold,selection_available,decision_unavailable_reason,probability_available,acceptance_available,selected_decision_metrics,details,correlation,mean_absolute_difference,reason,fit_id,requested_fit_id,reused,training_support,fit_contract_sha256,model_sha256,fit_seconds,iterations,member_score_note
2023Q2,inner,0.0005,paired_sensitivity,sequential_0_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0013170874167058703, ""delete_week_min"": -0.0007805664937476817, ""delta"": 7.73794249859411e-05}, ""log_loss"": {""delete_week_max"": 0.0032443933262228364, ""delete_week_min"": -0.0018897572857674084, ""delta"": 0.0002715173532329522}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,sequential_0_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": -0.000463824194458801, ""delete_week_min"": -0.0033751544468672715, ""delta"": -0.0021855894661926816}, ""log_loss"": {""delete_week_max"": -0.0014672061404653563, ""delete_week_min"": -0.009369716609104012, ""delta"": -0.006304870716622675}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,sequential_1_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.007711208669023041, ""delete_week_min"": 0.0037929106428103198, ""delta"": 0.006097641461822666}, ""log_loss"": {""delete_week_max"": 0.020447720142002426, ""delete_week_min"": 0.010686559664673873, ""delta"": 0.017107229066302347}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,sequential_1_minus_uniform_1,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.00362988623549327, ""delete_week_min"": 0.0009079884691791206, ""delta"": 0.002834749117798448}, ""log_loss"": {""delete_week_max"": 0.010625110146486413, ""delete_week_min"": 0.00304442645498225, ""delta"": 0.00844000380632802}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,sequential_1_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.008539647789555512, ""delete_week_min"": 0.004071975460003252, ""delta"": 0.0063841510359107356}, ""log_loss"": {""delete_week_max"": 0.0226382960297503, ""delete_week_min"": 0.011482089749244126, ""delta"": 0.017955054629919316}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,sequential_1_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0060876643672175285, ""delete_week_min"": 0.0028311097646121176, ""delta"": 0.004121182144732112}, ""log_loss"": {""delete_week_max"": 0.015647350385175368, ""delete_week_min"": 0.007794424213908579, ""delta"": 0.011378666560063687}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_0_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0018903082475796515, ""delete_week_min"": 0.0003340807727894834, ""delta"": 0.001155704398378665}, ""log_loss"": {""delete_week_max"": 0.005661190764600219, ""delete_week_min"": 0.001924357559694708, ""delta"": 0.003713469114396006}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_0_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0024621303458514203, ""delete_week_min"": 0.00029297915520662085, ""delta"": 0.001442213972466733}, ""log_loss"": {""delete_week_max"": 0.006930217017244873, ""delete_week_min"": 0.0020048739231803966, ""delta"": 0.004561294678012974}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_0_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 9.165848490815243e-05, ""delete_week_min"": -0.002323819748960808, ""delta"": -0.0008207549187118906}, ""log_loss"": {""delete_week_max"": 1.975692362090663e-05, ""delete_week_min"": -0.005700469181973164, ""delta"": -0.002015093391842654}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_1_minus_full,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0041640790306073355, ""delete_week_min"": 0.0026434474573071107, ""delta"": 0.003262892344024218}, ""log_loss"": {""delete_week_max"": 0.010790910464914318, ""delete_week_min"": 0.0073082344470064104, ""delta"": 0.008667225259974324}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_1_minus_weighted_constant,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.004992518151139807, ""delete_week_min"": 0.002855431528425461, ""delta"": 0.003549401918112286}, ""log_loss"": {""delete_week_max"": 0.012981486352662193, ""delete_week_min"": 0.007959053606678616, ""delta"": 0.009515050823591291}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
2023Q2,inner,0.0005,paired_sensitivity,uniform_1_minus_weighted_logistic,,,descriptive_not_confidence_interval,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""brier"": {""delete_week_max"": 0.0025405347288018246, ""delete_week_min"": 0.00046205523458802794, ""delta"": 0.0012864330269336637}, ""log_loss"": {""delete_week_max"": 0.0059905407080872615, ""delete_week_min"": 0.0009372126325674399, ""delta"": 0.002938662753735664}, ""status"": ""descriptive_not_confidence_interval"", ""weekly_support"": [{""negative"": 2, ""positive"": 0, ""rows"": 2, ""week_start_epoch"": 1672012800}, {""negative"": 383, ""positive"": 198, ""rows"": 581, ""week_start_epoch"": 1672617600}, {""negative"": 444, ""positive"": 132, ""rows"": 576, ""week_start_epoch"": 1673222400}, {""negative"": 418, ""positive"": 165, ""rows"": 583, ""week_start_epoch"": 1673827200}, {""negative"": 331, ""positive"": 96, ""rows"": 427, ""week_start_epoch"": 1674432000}, {""negative"": 324, ""positive"": 160, ""rows"": 484, ""week_start_epoch"": 1675036800}, {""negative"": 334, ""positive"": 163, ""rows"": 497, ""week_start_epoch"": 1675641600}, {""negative"": 347, ""positive"": 139, ""rows"": 486, ""week_start_epoch"": 1676246400}], ""weeks"": 8}",,,,,,,,,,,,
